time,"# warm-ups since codes cleared ()","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Average speed (mph)","Barometric pressure (psi)","Calculated boost (psi)","Calculated engine load value (%)","Calculated instant fuel rate (gal./h)","Catalyst temperature Bank 1 Sensor 1 (℉)","Commanded EGR duty (%)","Commanded evaporative purge (%)","Commanded throttle actuator (%)","Control module voltage (V)","Distance traveled since codes cleared (miles)","Distance traveled with MIL on (miles)","Distance travelled (miles)","Distance travelled (Today) (miles)","Distance travelled (total) (miles)","Distance travelled (Week) (miles)","EGR error (%)","Engine coolant temperature (℉)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Evap. system vapor pressure (Pa)","Free space in fuel tank (gallon)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel level input (%) (%)","Fuel level input (V) (gallon)","Fuel rail press. (psi)","Fuel used (gallon)","Fuel used (Today) (gallon)","Fuel used (total) (gallon)","Fuel used (Week) (gallon)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Fuel/Air commanded equivalence ratio ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℉)","Intake manifold absolute pressure (psi)","Long term fuel % trim - Bank 1 (%)","MAF air flow rate (g/sec)","OBD Module Voltage (V)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Short term fuel trim (%)","Oxygen sensor 2 Bank 1 Voltage (V)","Power from MAF (hp)","Relative throttle position (%)","Short term fuel % trim - Bank 1 (%)","Throttle position (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (mph)",
22:18:46.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00390625,14.876252999999998,,,,,,,,,,
22:18:46.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,
22:18:47.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:18:47.240,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:47.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.63208302450005,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:47.564,,,,,,,,,,,,,,,,,,,,,,,,1160,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:47.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3000000000000003,,,,,,2.7600000000000002,,,,,,,
22:18:47.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:18:48.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0390625,14.04187365,,,,,,,,,,
22:18:48.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,
22:18:48.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:18:48.509,,,,,,,,,,,,,,,,,,,,,,,,,,-399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:48.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.98321516471003,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:48.831,,,,,,,,,,,,,,,,,,,,,,,,1243,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:48.995,,,,,,,,,,,,,,,,,,,,,,,168.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:49.170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,4.08,,,,,,,
22:18:49.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:18:49.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19140625,29.382617249999996,,,,,,,,,,
22:18:49.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12,,,
22:18:49.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:18:49.957,,,,,,,,,,,,,,,,,,,,,,,,,,-146.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:50.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.28095088429006,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:50.286,,,,,,,,,,,,,,,,,,,,,,,,1167,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:50.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,,,,,,4.836,,,,,,,
22:18:50.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:18:50.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.328125,12.521967149999998,,,,,,,,,,
22:18:50.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
22:18:51.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:18:51.246,,,,,,,,,,,,,,,,,,,,,,,,,,-146.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:51.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.98321516471003,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:51.581,,,,,,,,,,,,,,,,,,,,,,,,1179,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:51.740,,,,,,,,,,,,,,,,,,,,,,,170.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:51.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,,,,,,4.716,,,,,,,
22:18:52.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:18:52.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1796875,13.462157099999999,,,,,,,,,,
22:18:52.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:18:52.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:18:52.709,,,,,,,,,,,,,,,,,,,,,,,,,,-172.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:52.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.98321516471003,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:53.015,,,,,,,,,,,,,,,,,,,,,,,,962,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:53.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,,,,,,2.6759999999999997,,,,,,,
22:18:53.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:18:53.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06640625,14.274118949999998,,,,,,,,,,
22:18:53.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,,,
22:18:53.810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:18:53.959,,,,,,,,,,,,,,,,,,,,,,,,,,-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:54.110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.98321516471003,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:54.259,,,,,,,,,,,,,,,,,,,,,,,,906,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:54.423,,,,,,,,,,,,,,,,,,,,,,,170.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:54.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3000000000000003,,,,,,2.7600000000000002,,,,,,,
22:18:54.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.125,,,,,
22:18:54.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05859375,14.3337495,,,,,,,,,,
22:18:55.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,,,
22:18:55.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:18:55.385,,,,,,,,,,,,,,,,,,,,,,,,,,-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:55.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.63208302450005,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:55.685,,,,,,,,,,,,,,,,,,,,,,,,818,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:55.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,,,,,,3.888,,,,,,,
22:18:56.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.90625,,,,,
22:18:56.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01953125,15.001790999999999,,,,,,,,,,
22:18:56.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,,,
22:18:56.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:18:56.676,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:56.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.68547944513,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:57.027,,,,,,,,,,,,,,,,,,,,,,,,877,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:57.185,,,,,,,,,,,,,,,,,,,,,,,170.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:57.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,,,,,,3.528,,,,,,,
22:18:57.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,
22:18:57.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01171875,14.5776519,,,,,,,,,,
22:18:57.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,,,
22:18:58.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:18:58.191,,,,,,,,,,,,,,,,,,,,,,,,,,-39.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:58.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.33434730492,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:58.519,,,,,,,,,,,,,,,,,,,,,,,,830,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:58.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,,,,,2.844,,,,,,,
22:18:58.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,
22:18:59.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0390625,14.440008449999999,,,,,,,,,,
22:18:59.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,,,
22:18:59.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:18:59.479,,,,,,,,,,,,,,,,,,,,,,,,,,-13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:59.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.28095088429006,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:59.810,,,,,,,,,,,,,,,,,,,,,,,,910,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:18:59.972,,,,,,,,,,,,,,,,,,,,,,,170.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:00.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,2.796,,,,,,,
22:19:00.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,
22:19:00.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06640625,14.25349485,,,,,,,,,,
22:19:00.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,,,
22:19:00.770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:19:00.920,,,,,,,,,,,,,,,,,,,,,,,,,,-13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:01.070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.28095088429006,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:01.221,,,,,,,,,,,,,,,,,,,,,,,,861,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:01.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,,,,,,2.6759999999999997,,,,,,,
22:19:01.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.34375,,,,,
22:19:01.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03125,14.481256649999999,,,,,,,,,,
22:19:01.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,,,
22:19:02.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:19:02.189,,,,,,,,,,,,,,,,,,,,,,,,,,-399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:02.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.63208302450005,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:02.519,,,,,,,,,,,,,,,,,,,,,,,,823,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:02.676,,,,,,,,,,,,,,,,,,,,,,,170.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:02.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,,,,,,2.82,,,,,,,
22:19:03.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,
22:19:03.170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01953125,14.56464975,,,,,,,,,,
22:19:03.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,,,
22:19:03.470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:19:03.630,,,,,,,,,,,,,,,,,,,,,,,,,,-425.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:03.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.63208302450005,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:03.944,,,,,,,,,,,,,,,,,,,,,,,,816,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:04.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,,,,,,2.964,,,,,,,
22:19:04.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,
22:19:04.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05859375,14.374549349999999,,,,,,,,,,
22:19:04.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,,,
22:19:04.730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:19:04.880,,,,,,,,,,,,,,,,,,,,,,,,,,-146.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:05.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.63208302450005,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:05.180,,,,,,,,,,,,,,,,,,,,,,,,784,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:05.343,,,,,,,,,,,,,,,,,,,,,,,170.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:05.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5100000000000002,,,,,,3.012,,,,,,,
22:19:05.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,
22:19:05.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14.738609550000001,,,,,,,,,,
22:19:05.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,
22:19:06.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:19:06.285,,,,,,,,,,,,,,,,,,,,,,,,,,106.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:06.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.37152210109,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:06.629,,,,,,,,,,,,,,,,,,,,,,,,1812,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:06.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.080000000000002,,,,,,19.296000000000003,,,,,,,
22:19:06.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.59375,,,,,
22:19:07.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02734375,14.345854949999998,,,,,,,,,,
22:19:07.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,
22:19:07.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:19:07.602,,,,,,,,,,,,,,,,,,,,,,,,,,-292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:07.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.4324661231201,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:07.933,,,,,,,,,,,,,,,,,,,,,,,,1897,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:08.090,,,,,,,,,,,,,,,,,,,,,,,170.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:08.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.13,,,,,,16.956,,,,,,,
22:19:08.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6875,,,,,
22:19:08.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703125,15.66400395,,,,,,,,,,
22:19:08.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
22:19:08.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:19:09.050,,,,,,,,,,,,,,,,,,,,,,,,,,-731.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:09.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.7760506619301,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:09.350,,,,,,,,,,,,,,,,,,,,,,,,1602,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:09.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.49,,,,,,18.588,,,,,,,
22:19:09.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90625,,,,,
22:19:09.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14.8654926,,,,,,,,,,
22:19:10.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
22:19:10.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:19:10.335,,,,,,,,,,,,,,,,,,,,,,,,,,-638.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:10.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.4249185217201,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:10.665,,,,,,,,,,,,,,,,,,,,,,,,1606,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:10.820,,,,,,,,,,,,,,,,,,,,,,,170.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:10.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.68,,,,,,18.816,,,,,,,
22:19:11.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,
22:19:11.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01171875,14.860560749999998,,,,,,,,,,
22:19:11.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,
22:19:11.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:19:11.780,,,,,,,,,,,,,,,,,,,,,,,,,,-611.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:11.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.48586254375,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:12.109,,,,,,,,,,,,,,,,,,,,,,,,1616,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:12.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.080000000000002,,,,,,20.496000000000002,,,,,,,
22:19:12.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8125,,,,,
22:19:12.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02734375,14.66597685,,,,,,,,,,
22:19:12.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
22:19:12.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:19:13.086,,,,,,,,,,,,,,,,,,,,,,,,,,-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:13.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.7835982633301,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:13.419,,,,,,,,,,,,,,,,,,,,,,,,1552,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:13.580,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:13.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.52,,,,,,12.623999999999999,,,,,,,
22:19:13.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46875,,,,,
22:19:14.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00390625,14.786582999999998,,,,,,,,,,
22:19:14.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,
22:19:14.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:19:14.524,,,,,,,,,,,,,,,,,,,,,,,,,,39.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:14.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.47831494235,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:14.849,,,,,,,,,,,,,,,,,,,,,,,,1376,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:15.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,,,,,,6.9959999999999996,,,,,,,
22:19:15.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,
22:19:15.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2109375,13.0353279,,,,,,,,,,
22:19:15.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,
22:19:15.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:19:15.810,,,,,,,,,,,,,,,,,,,,,,,,,,-13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:15.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.63208302450005,,,,,,,,,,,,,,,,,,,,,,,,,,,
